ID,Category,Question,Answer,Type,Register,Source Reliability,Time-Sensitive,Split,Source / Notes
453,Campus,"Who designed the current BRAC University campus building, and when did construction start?","The campus was designed by WOHA Designs Pte Ltd, a Singapore-based architecture firm, with construction beginning in 2017. The completed building has 14 floors in total.",Original,Synthesized (official/secondary sources),Medium (secondary/third-party source),Yes,train,BRAC University general facts (Wikipedia)
454,Campus,Who handles student discipline and safety issues on campus?,"The Office of the Proctor handles student discipline and campus safety matters. It can be reached at proctor@bracu.ac.bd or by phone, and is open 9:00 AM to 5:30 PM.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,test,BRAC University official website - Contact and About pages
455,Campus,Who manages the cafeteria and catering services at BRAC University?,"BRAC University's cafeteria and kitchen operations for the main campus are managed under an agreement with an external catering company, Khabar Dabar Catering, which handles food service and kitchen management for the university.",Original,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University Institutional Repository - Cafeteria management agreement record (dspace.bracu.ac.bd)
456,Exams and Grading,Am I allowed to drop a course after the official drop deadline has passed?,"Dropping a course after the final drop deadline is only possible with the department's permission and requires documentation of extenuating circumstances, such as serious illness, a crisis beyond the student's control, or a documented advising error.",Paraphrase,Synthesized (official/secondary sources),Medium (secondary/third-party source),Yes,train,BRAC University academic records overview
457,Exams and Grading,Am I allowed to take a course on a Pass/Fail basis instead of a letter grade?,"Yes, with conditions: the course instructor must approve the Pass/Fail option, the student must be carrying at least 12 credits for regular letter grades that same semester, no more than 4 credits can be taken Pass/Fail in any one semester, and a maximum of 16 credits total may be taken under the Pass/Fail option across a degree.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University - Policies and Procedures (bracu.ac.bd/academics/policies-and-procedures) and BRACU academic grading references
458,Exams and Grading,Are students allowed to appeal their grades if they believe there has been a mistake?,"A student may apply to the Chair of Department or the Dean for the re-checking of an examination script. Such a request may be made on the grounds of evidence of procedural errors, arbitrariness or prejudice. The student must make any request within Seven (07) calendar days of the publication of the mark. The Chair of Department or the Dean may, after checking with the original grader, arrange for the evaluation of an examination script to be conducted by two members of the faculty not previously involved in the examination and marking process, supported by a member of the Examination Controller’s office. The rechecking process and submission of any revised grade to the Examinations Controller should be completed within 15 calendar days.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,test,BRACU internal FAQ dataset
459,Exams and Grading,"Are students required to attend all quizzes, tests and assignments, or can some be skipped?","All students are required to attend all scheduled tests, quizzes, assignments and exams; these are typically scheduled within the regular class hour or tutorial hour.",Original,Synthesized (official/secondary sources),Medium (secondary/third-party source),Yes,train,BRAC University - Examinations policy and Guidelines for Course Teaching
460,Exams and Grading,Are students who transferred credits from another university eligible for the Gold Medal?,No. Students who have transferred credits from another university are not eligible for the Chancellor's or Vice-Chancellor's Gold Medal at BRAC University.,Original,Synthesized (official/secondary sources),Medium (secondary/third-party source),No,train,BRAC University Academic Handbook (bracjpgsph.org hosted copy)
461,Exams and Grading,Are there any additional fees for taking a make-up exam?,"Yes, at BRAC University, there is typically a fee associated with taking a make-up exam. Students are required to pay this fee, which covers administrative costs related to scheduling and conducting the make-up exam. The fee amount and payment procedures can vary, so it is important for students to check with the Registrar’s Office or the Accounts Office for specific details regarding the fee amount and payment process.",Original,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",Yes,train,BRACU internal FAQ dataset
462,Exams and Grading,Before I forget to ask — do retaken or repeated courses show up on my final transcript?,"Yes. To keep the process transparent, BRAC University records full grading details of all retakes and repeats on the transcript, including the number of attempts, rather than hiding earlier attempts.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,val,BRAC University official website - Examinations policy (bracu.ac.bd/academics/policies-and-procedures/examinations)
463,Exams and Grading,Before I forget to ask — does a Pass/Fail grade or a Satisfactory/Unsatisfactory grade count toward Dean's List or VC's List eligibility credits?,No. Dean's List and VC's List eligibility is calculated only from credits with regular letter grades; Pass/Fail and Satisfactory/Unsatisfactory graded credits are excluded from that count.,Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University - Academic Standings and Honors (bracu.ac.bd/academics/policies-and-procedures/academic-standings-and-honors)
464,Exams and Grading,Before I forget to ask — how soon are make-up exams scheduled after the original exam date?,Students unable to appear in the final exams may sit for the final makeup exams on the dates decided by the department/school which be within 4 weeks of the following semester.,Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
465,Exams and Grading,"Before I forget to ask — what CGPA do I need to stay in good academic standing, and when am I placed on probation?","Students are expected to maintain a minimum CGPA of 1.5. If a student's CGPA falls below 1.5, they are placed on academic probation for the following semester. If the CGPA is not raised back to 1.5 within two consecutive semesters, the student can be dismissed from the university.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,BRAC University - Clarification on Retake and Repeat Examination and Probation (bracu.ac.bd/clarification-retake-and-repeat-examination-and-probation)
466,Exams and Grading,Before I forget to ask — what is an 'Incomplete' (I) grade and how is it different from a Retake?,"An 'Incomplete' (I) grade may be assigned when a student, for a valid documented reason (such as illness), has not finished all course requirements by the end of the semester; the course teacher submits an Incomplete Grade form specifying what work remains and the deadline (up to 8 weeks after the final exam). A student who missed the final exam should instead be scheduled for a make-up exam. An 'I' is not the same as a 'Retake' - it reflects unfinished work, not a failing attempt.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),Yes,train,BRAC University - Guidelines for Course Teaching in BRAC University (official PDF)
467,Exams and Grading,Before I forget to ask — what is the deadline to drop a course without it showing up as a withdrawal?,"As a general rule, the last day to drop a course (while still maintaining the minimum course load) is within the first 10 working days of the semester, according to the academic calendar; dropping after that point results in a 'W' grade rather than a clean drop.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University Academic Handbook and class schedule notices (bracjpgsph.org hosted handbook, bracu.ac.bd)"
468,Exams and Grading,Before I forget to ask — what items are prohibited in the exam hall?,"Mobile phones, tablets, smartwatches, and other electronic gadgets are not allowed. Bringing textbooks, notes, or any other written materials is prohibited unless explicitly allowed by the instructor.Bags, backpacks, and personal belongings should be left outside the exam hall or in designated areas.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,test,BRACU internal FAQ dataset
