,Question,Answer,Source
151,BRAC e convocation e participate korte eligibility ki?,Students who have successfully completed all degree requirements and meet the eligibility criteria announced for a specific convocation are eligible to participate after completing the required registration process.,https://www.bracu.ac.bd/convocation
152,BRAC e convocation gown university provide kore?,"BRAC University provides instructions regarding convocation attire, including gown collection and return procedures, before each convocation ceremony.",https://www.bracu.ac.bd/convocation
153,BRAC e convocation registration miss korle ki hobe?,Students who miss the announced convocation registration deadline may not be able to participate in that convocation ceremony. They should follow the university's official notices for available options.,https://www.bracu.ac.bd/convocation
154,BRAC e degree certificate convocation er age pawa jay?,"Students who have fulfilled all graduation requirements may obtain their degree certificate according to the procedures announced by the Office of the Registrar, regardless of participation in the convocation ceremony.",https://www.bracu.ac.bd/academics/offices/office-registrar
155,BRAC e duplicate certificate apply kora jay?,Yes. Students may apply for a duplicate degree certificate by following the procedures and requirements specified by the Office of the Registrar.,https://www.bracu.ac.bd/academics/offices/office-registrar
156,BRAC e provisional certificate pawa jay?,Yes. Eligible students may request a provisional certificate from the Office of the Registrar after meeting the university's requirements.,https://www.bracu.ac.bd/academics/offices/office-registrar
157,BRAC e recommendation letter er jonno faculty ke request kora jay?,Yes. Students may request recommendation letters directly from faculty members who are familiar with their academic performance or research work.,https://www.bracu.ac.bd/academics/faculty
158,BRAC e official document verify korar service ache?,Yes. The Office of the Registrar provides document verification services for eligible academic records and official documents following the university's procedures.,https://www.bracu.ac.bd/academics/offices/office-registrar
159,BRAC e employer jodi degree verify korte chay tahole ki korte hobe?,Employers or authorized organizations should follow BRAC University's official document verification process through the Office of the Registrar.,https://www.bracu.ac.bd/academics/offices/office-registrar
160,BRAC e graduate howar por alumni member howa jay?,"Yes. After graduation, students become part of the BRAC University alumni community and can stay connected through alumni programs and activities coordinated by the university.",https://www.bracu.ac.bd/alumni
161,BRAC e alumni association ki?,"The BRAC University Alumni Association (BUAA) is the official alumni organization that connects graduates, promotes professional networking, and organizes alumni activities and events.",https://www.bracu.ac.bd/alumni
162,BRAC e alumni event organize hoy?,"Yes. The BRAC University Alumni Association regularly organizes reunions, networking events, seminars, and other activities for alumni.",https://www.bracu.ac.bd/alumni
163,BRAC e alumni der jonno career support ache?,"Yes. BRAC University maintains alumni engagement through networking opportunities, career-related events, and professional development activities organized by the Alumni Association and OCSAR.",https://www.bracu.ac.bd/alumni
164,BRAC e graduation er por official email use kora jabe?,The availability of a BRAC University email account after graduation depends on the university's IT policies. Graduates should follow the instructions provided by the university regarding continued access.,https://www.bracu.ac.bd/it
165,BRAC e alumni ra campus e dhukte pare?,Yes. Alumni may visit the BRAC University campus by following the university's visitor and security policies.,https://www.bracu.ac.bd/contact
166,BRAC e alumni ra library use korte pare?,Yes. Alumni may use selected services of the Ayesha Abed Library according to the library's membership and access policies.,https://library.bracu.ac.bd
167,BRAC e university er official social media account ache?,"Yes. BRAC University maintains official social media accounts to share university news, events, academic updates, and important announcements.",https://www.bracu.ac.bd
168,BRAC e official news kothay publish hoy?,Official university news is published on the BRAC University News & Events section of the website.,https://www.bracu.ac.bd/news-events
169,BRAC e upcoming event calendar kothay dekhbo?,"Students and visitors can find information about upcoming events, seminars, conferences, and university activities on the official News & Events page.",https://www.bracu.ac.bd/news-events
170,BRAC e university er official contact number kothay pabo?,"BRAC University's official contact numbers, email addresses, and campus location are available on the university's official Contact page.",https://www.bracu.ac.bd/contact
