ID,Category,Question (Banglish),Answer (English),Source Reliability,Time-Sensitive,Split,Source / Notes
62,Admission,Onno educational institution e complete kora credit BRAC University accept kore ki?,Transfer of credits from an educational institution with a system similar to BRAC University may be considered after admission. Such candidates will have to apply with required documents and are subject to credit transfer rules of BRAC University.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
63,Admission,Onno university theke credit ami kivabe transfer korbo?,"Transfer of credits from an educational institution following a system
similar to BRAC University may be considered after passing the
admission test. Such candidates will have to apply with required
documents and decision on such cases will be determined by the credit
transfer policy of BRAC University","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
64,Admission,Postgraduate admission er jonno amake ki written test ar interview duitai dite hobe?,"For each postgraduate program, except EMBA and MEd, the admission test consists of a written test and an interview. Candidates for EMBA and MEd are required to qualify only in the interview.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
65,Admission,Postgraduate program er jonno bidesh theke pass kora candidate der ki ki documents submit korte hoy?,"Candidate must submit copies of your previous academic records which have to be verified from their respective institutions or attested from your respective Embassy/High Commission/Foreign Ministry and equivalence certificate from University Grants Commission (UGC) or Ministry of Education, Government of The People's Republic of Bangladesh before the end of the first semester.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
66,Admission,Postgraduate program er jonno ki evening class ache?,All the classes of Post graduate programs are held in the evening. There is a Weekend Program for EMBA and MSc CSE students.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
67,Admission,Shudhu Foundation ba GED course complete korle ki BRACU admission er jonno qualify kora jay?,No. Foundation and GED-level coursework alone does not meet BRAC University's admission requirements for its degree programs.,High (cites bracu.ac.bd or an official PDF directly),No,train,"BRAC University - Admission Requirements page (bracu.ac.bd) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
68,Admission,SOAS er shathe Joint PhD program shomoyer shathe kivabe structured?,"Students typically spend their first months building a literature review and research plan, aiming to upgrade from MPhil to PhD status within 9 months of starting. Year 2 is generally dedicated to field research, and Year 3 to analysis and writing up, with the final award being a Joint PhD from SOAS University of London and BRAC University.",High (cites bracu.ac.bd or an official PDF directly),No,test,"BRAC University - Joint PhD Admission page (bracu.ac.bd/admissions/joint-phd-admission) [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
69,Admission,Transfer student hisebe apply korar process ta ki?,"Original transcripts and prospectus of the university /program showing academic system, grading system and course descriptions (course outlines, if available) etc. should be submitted with the credit transfer form, available at registrar's office and at our webpage, to the concerned department.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
70,Admission,Undergraduate admission er jonno shadharonoto O-Level/A-Level grade er kon combination lagbe?,"Applicants typically need a minimum GPA of 2.5 separately in O-Level (best 5 subjects) and A-Level (best 2 subjects), calculated on BRACU's scale (A=5, B=4, C=3, D=2, with only one E=1 grade accepted); subjects with more than one E grade are not considered.",Medium (secondary/third-party source),No,train,"BRAC University - Undergraduate Admission Requirements pages [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
71,Admission,Undergraduate level e Biotechnology/Microbiology e apply korte ki ki requirement lagbe?,Candidates for BSc in Biotechnology and Microbiology should have minimum C grade in Biology and Chemistry at HSC/ A-Levels/Equivalent. Candidates not having Mathematics at HSC or A-Levels must take a remedial course on Mathematics in addition to the courses required for the program.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
72,Admission,Undergraduate level e EEE/ECE/CSE/Physics/APE/CS/Mathematics e apply korte ki ki requirement lagbe?,"Candidates for EEE, ECE, CSE, APE and Physics must have minimum B grade in Physics & Mathematics in HSC/Equivalent and with minimum C grade in Physics & Mathematics at 'A'-Levels.
Candidates for BSc in Electronic & Communication Engineer and Electrical & Electronic Engineering having Physics and Mathematics but not Chemistry at HSC or 'A'-Levels must take a remedial course on Chemistry in addition to the courses required for the program.
Candidates for BSc in Computer Science and BSc in Mathematics must have minimum B grade in Mathematics at HSC or minimum C grade in Mathematics in 'A'-Levels.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
73,Admission,Undergraduate level e Pharmacy te apply korte ki ki requirement lagbe?,"Candidates must have a minimum aggregate GPA of 8.00 out of 10 (on a scale of 10), with no grade lower than 3.5 in SSC/O Level/Equivalent and HSC/A Level/Equivalent. In addition, they must achieve a minimum GPA of 4.00 in Chemistry and Biology in both examinations. They also need a minimum GPA of 3.5 in Mathematics and Physics in both examinations (on a scale of 5 in HSC or equivalent). For ""O"" Level and ""A"" Level candidates, they must have a B grade in Chemistry, Biology, and a minimum C grade in Mathematics and Physics.
Candidates having no Mathematics or failed in the subject at the HSC/ A Level or recognized equivalent exam may be admitted, but they need to take an extra 3 (three) credits course on Mathematics relevant to B. Pharm. curriculum.
Candidates must pass HSC/ ""A"" level or recognized equivalent examinations in the current year or the previous year. For example, the 2024 January session candidate must pass their HSC/ ""A"" level or recognized equivalent examination in 2022 or 2023.
Foreign students must have passed 12 education years and got the same grades in recognized equivalent examinations from foreign recognized institutions and must get an equivalence certificate from the Pharmacy Council before admission. Recognized equivalents mean Education Board, Madrasah Board and Bangladesh Technical Education Board etc.","Medium (internal dataset, not independently re-verified)",Yes,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
