query_id,config,lambda,query,reference_answer,retrieved_context,generated_answer,retrieval_s,generation_s,total_s,timestamp,query_confidence,faithfulness,faithfulness_reason
Q016,no_retrieval,,How to contact with BRACU Finance and Accounts Department?,"BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd",,"To contact the Finance and Accounts Department at BRAC University (BRACU), you can try reaching out to them through their official website by clicking on the ""Contact Us"" or ""Departments"" section, where you may find a phone number, email address, or online form to submit your inquiry. Alternatively, you can also visit the university's main office in person and ask for directions to the Finance and Accounts Department, or check with other university departments such as the Registrar's Office or Student Affairs for assistance in getting in touch with them.",0.0,14.1913,14.1913,2026-08-01T07:39:03.351833+00:00,,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided CONTEXT.
Q017,no_retrieval,,"Hey, for further information regarding Admission who should I contact?","For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.",,"For further information regarding admission to our university, you can contact the Office of Admissions directly by phone at their designated number, which is listed on our website under ""Contact Us"", or by sending an email to the admissions email address also found on our website.",0.0,8.0421,8.0421,2026-08-01T07:39:11.394317+00:00,,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided context.
Q019,no_retrieval,,How are students informed about changes to the transport service?,Students are informed through official BRAC University notices and announcements.,,"Students are typically informed about changes to the university's transportation service through various channels, including email notifications sent directly to their university email accounts, updates on the university's website and mobile app, as well as announcements made over the campus public address system. Additionally, students may also receive information about transportation changes through social media posts from the university's official accounts or by checking the university's transportation service website for any updates or alerts.",0.0,11.472,11.472,2026-08-01T07:39:22.866818+00:00,,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided CONTEXT.
Q031,no_retrieval,,"New student here, could you please provide details about the tuition fee structure at BRAC University?","For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?",,"BRAC University has a tiered tuition fee structure, which varies depending on the program of study and the student's nationality. For undergraduate programs, international students typically pay around 1.5 million to 2.5 million Bangladeshi Taka per year, while domestic students pay approximately 0.8 million to 1.3 million Bangladeshi Taka per year. Graduate programs have a slightly different fee structure, with international students paying around 2.5 million to 4.5 million Bangladeshi Taka per year and domestic students paying around 1.5 million to 2.5 million Bangladeshi Taka per year. Additionally, there may be other fees such as admission fees, registration fees, and semester fees that are applicable to all students.",0.0,20.5779,20.5779,2026-08-01T07:39:43.444714+00:00,,1.0,"SCORE: 1.0 | REASON: The CONTEXT is empty, so it supports all claims."
Q046,no_retrieval,,What sports teams does the university have?,"BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.",,"The university has a variety of sports teams that compete at the NCAA Division III level, including men's and women's basketball, soccer, volleyball, lacrosse, tennis, cross-country, track and field, swimming and diving, and wrestling, among others. Additionally, we also offer club sports for students who are interested in participating in activities such as rugby, ultimate frisbee, and ice hockey.",0.0,10.9934,10.9934,2026-08-01T07:39:54.438589+00:00,,0.5,SCORE: 0.5 | REASON: The CONTEXT does not mention sports teams or club sports at all.
Q056,no_retrieval,,"New student here, when was BRAC University established and who founded it?","BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.",,"BRAC University was established in 2008, and it was founded by Sir Fazle Abed, a Bangladeshi social entrepreneur and philanthropist, along with the BRAC (Bangladesh Rural Advancement Committee) organization.",0.0,7.8061,7.8061,2026-08-01T07:40:02.244992+00:00,,0.5,"SCORE: 0.5 | REASON: The CONTEXT does not mention BRAC University or its founding year, but it does support the claim that Sir Fazle Abed is a Bangladeshi social entrepreneur and philanthropist."
Q057,no_retrieval,,Who must participate in the Wishlist event?,"All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students",,"All first-year students are required to attend the Wishlist event as part of their university orientation program. This event is designed to help new students get familiar with campus resources and services, meet with academic advisors, and set academic goals for their first year at the university.",0.0,7.9032,7.9032,2026-08-01T07:40:10.148812+00:00,,0.5,"SCORE: 0.5 | REASON: The CONTEXT does not mention anything about a ""Wishlist event"" or university orientation program for first-year students."
Q061,no_retrieval,,How do I access the Multipurpose Hall?,"Ground Floor, Find the lift lobby(2nd escalator); go straight to the West Side, where you will find some seats next to the Multipurpose Hall.",,"To access the Multipurpose Hall, you can start by checking the university's online campus map or navigating to the hall's webpage on our website for directions and hours of operation. Alternatively, you can stop by the Student Services desk in the main administration building, where staff will be able to provide you with a physical map or direct you to the hall.",0.0,10.0421,10.0421,2026-08-01T07:40:20.191061+00:00,,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided context.
Q066,no_retrieval,,Can you tell me what the prerequisites for the Cse program are?,"Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics",,"To be eligible to apply to the Computer Science and Engineering (CSE) program at our university, students typically need to have completed a strong foundation in mathematics and computer science, which includes courses such as Calculus I and II, Linear Algebra, Discrete Mathematics, and Data Structures. Additionally, many of our CSE majors also require completion of a programming course, such as Introduction to Computer Science or Programming Fundamentals, with a grade of B or higher.",0.0,12.4226,12.4226,2026-08-01T07:40:32.613806+00:00,,0.0,SCORE: 0.0 | REASON: The CONTEXT does not mention any information about university programs or course requirements.
Q067,no_retrieval,,I looked around the site but couldn't find it — how to submit report after a club event?,"After conducting an online event or offline event, a report on the event with details needs to be submitted to <student_org@bracu.ac.bd> within 7 working days. Without the report, future proposals will not be accepted and approved.

• The report must contain a minimum of 500 words to a maximum of 1000 words with detailed activities, discussion, social impact, and outcome. If you get any media, coverage please provide the link.

• The social media data must be included in the report such as the number of attendees, likes, shares, views, and comments. For the best accuracy please collect this information immediately after the event is completed.

• After receiving and reviewing the appropriate report, we will complete the event or online program. Without completing one program, student organizations will not allow moving to other events.",,"It sounds like you're looking for information on submitting a post-event report for your university club's activities. Typically, clubs have an online portal or a designated contact person where they can upload their reports, which usually include details about the event such as attendance numbers, budget expenses, and any notable outcomes or achievements. If you could provide me with more context or clarify which specific club you're affiliated with, I'd be happy to try and guide you through the process of finding this information.",0.0,13.3544,13.3544,2026-08-01T07:40:45.968566+00:00,,0.5,"SCORE: 0.5 | REASON: The CONTEXT supports some but not all factual claims in the ANSWER. 

Here's a breakdown:

Supported claims:
- Clubs have an online portal or designated contact person.
- Reports typically include details about attendance numbers, budget expenses.

Unsupported claims:
- The process of submitting a post-event report is specific to university clubs (the CONTEXT only mentions ""your university club"", but it could be any club).
- The ANSWER implies that the context person can guide through the process, which is not explicitly mentioned in the CONTEXT."
Q068,no_retrieval,,Can you tell me what the Syndicate at BRAC University is?,"The Syndicate, chaired by the Vice-Chancellor, supervises the university's academic and administrative functions.",,"The Syndicate at BRAC University is the student government body responsible for representing the interests and opinions of students to the university administration, as well as organizing various events and activities on campus. It typically consists of elected representatives from different departments or faculties who work together to address student concerns and promote a sense of community among students.",0.0,9.265,9.265,2026-08-01T07:40:55.234245+00:00,,0.0,SCORE: 0.0 | REASON: The CONTEXT does not mention any information about a student government body or events at BRAC University.
Q069,no_retrieval,,Can you tell me what the eligibility criteria for receiving financial aid are?,"BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.",,"To be eligible to receive financial aid at our university, students must demonstrate financial need by completing the Free Application for Federal Student Aid (FAFSA) and meeting certain requirements, such as being a U.S. citizen or eligible non-citizen, having a valid Social Security number, registering with Selective Service if male, and maintaining satisfactory academic progress towards their degree.",0.0,10.392,10.392,2026-08-01T07:41:05.626574+00:00,,1.0,SCORE: 1.0 | REASON: All claims are supported by the context.
Q070,no_retrieval,,For a friend who's asking — do I need to pay any fee to collect my degree certificate at Convocation?,"No, based on published notices, there is no fee to collect your certificate at the time of Convocation itself; fees apply if you request documents outside of that window.",,"According to our university's policies, there is no additional fee required for students to collect their degree certificates during the Convocation ceremony. However, please note that you will still need to confirm your attendance and make arrangements with the Convocation office in advance to ensure that your certificate is ready for collection at the designated time.",0.0,9.6809,9.6809,2026-08-01T07:41:15.307673+00:00,,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the context.
Q076,no_retrieval,,Provide me the contact information of library staffs.,"You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd",,"The university library has a dedicated team of staff members who can be reached through various means. You can find their contact information on the library's website, which includes phone numbers and email addresses for specific departments such as circulation, research assistance, and interlibrary loan services. Additionally, you can also visit the library in person to speak with a librarian or other staff member during their regular business hours.",0.0,10.8858,10.8858,2026-08-01T07:41:26.193647+00:00,,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided CONTEXT.
Q077,no_retrieval,,Consequence of not confirming advising during the Self-Registration period?,All selected courses will be automatically cancelled,,"If a student fails to confirm their advising appointment during the Self-Registration period, they may be assigned an advisor by default, which could potentially lead to delays in receiving accurate course recommendations and registration assistance, ultimately affecting their ability to register for classes on time.",0.0,8.1302,8.1302,2026-08-01T07:41:34.324546+00:00,,0.0,SCORE: 0.0 | REASON: The CONTEXT does not provide any information about students or advising appointments.
Q079,no_retrieval,,What steps do I need to follow to access the Prayer Room for females?,The Prayer Room is located in front of the indoor Multipurpose Hall and on 6th floor(ZONE-H),,"To access the Prayer Room for females, you will first need to visit our university's website and navigate to the Campus Resources section, where you can find information on the location and hours of operation for the Prayer Room. Once you have confirmed the room's availability, please stop by the Student Union desk or contact the Office of Spiritual Life directly to obtain a key card that grants access to the room during designated prayer times. Additionally, it is recommended that you familiarize yourself with the room's rules and guidelines, which can be found on our website or through the Office of Spiritual Life, to ensure a respectful and inclusive environment for all users.",0.0,16.5893,16.5893,2026-08-01T07:41:50.914138+00:00,,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided CONTEXT.
Q083,no_retrieval,,How long does the Early Childhood Development (ECD) program take to complete?,"After completing 9 core courses, students can choose to stop at the Postgraduate Diploma (PGD) level, which takes about 18 months, or continue on to the full MSc, which takes about 24 months (2 years) in total.",,"The Early Childhood Development (ECD) program at our university typically takes four years to complete, assuming full-time enrollment and successful completion of all required coursework. However, students may choose to pursue a part-time schedule or transfer credits from previous institutions, which could affect the overall duration of their program.",0.0,8.839,8.839,2026-08-01T07:41:59.753368+00:00,,0.5,SCORE: 0.5 | REASON: The context does not mention anything about the duration of the ECD program or its enrollment options.
Q085,no_retrieval,,Does BRAC University offer any short professional certificate courses outside its degree programs?,"Yes. For example, BRAC University partnered with Swisscontact Bangladesh to launch a Professional Certificate Course on Environmental, Social and Governance (ESG), aimed at industry professionals - its first batch began in February 2026, aimed particularly at export-oriented sectors like ready-made garments.",,"Yes, BRAC University offers various short professional certificate courses in addition to its degree programs, which are designed to provide students and working professionals with specialized skills and knowledge in specific areas such as business management, information technology, and language proficiency. These certificate courses are typically shorter in duration than the university's degree programs and can be completed within a few months or a year, allowing individuals to enhance their professional credentials without committing to a full degree program.",0.0,12.4084,12.4084,2026-08-01T07:42:12.162313+00:00,,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the CONTEXT.
Q094,no_retrieval,,Does ENH offer a minor for students outside the department?,"Yes, ENH offers a Minor in History, open to students from any department, letting them take history courses to help contextualize their main field of study.",,"The English Department (ENH) does indeed offer minors to students who are not majoring in English, and these minors can be pursued by students from any academic discipline.",0.0,6.3945,6.3945,2026-08-01T07:42:18.557279+00:00,,0.0,SCORE: 0.0 | REASON: The CONTEXT does not mention English Department (ENH) or minors in any academic discipline.
Q096,no_retrieval,,"Are journals, magazines and reference books available for borrowing?","No. Journals, magazines, newspapers, and items in the reference collection are for in-library use only and cannot be checked out.",,"Yes, our university library has a vast collection of journals, magazines, and reference books that are available for borrowing by students, faculty, and staff. These materials can be checked out at the circulation desk or accessed through online databases, depending on their format and availability.",0.0,8.3623,8.3623,2026-08-01T07:42:26.919679+00:00,,0.0,SCORE: 0.0 | REASON: The answer contains factual claims not present in the context.
Q105,no_retrieval,,What is the full prerequisite chain for PHY112?,The full prerequisite chain for PHY112 is PHY111.,,"The full prerequisite chain for PHY112, which is our introductory physics course, requires students to have completed MAT105 (College Algebra) and SCI101 (Introduction to Science), with a minimum grade of C in each course. Additionally, students must also meet the university's placement requirements in mathematics by scoring at least 26 on the math placement exam or completing MAT095 (Math Review for College Algebra).",0.0,11.1102,11.1102,2026-08-01T07:42:38.030005+00:00,,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the provided context.
Q116,no_retrieval,,What are the prerequisites for CSE360?,The prerequisite for CSE360 is CSE341 (HP).,,"To be eligible to enroll in CSE 360, students must have completed both CSE 150 and CSE 250 with a grade of C- or better.",0.0,6.1276,6.1276,2026-08-01T07:42:44.158163+00:00,,0.0,SCORE: 0.0 | REASON: The CONTEXT does not mention CSE 360 or any related requirements.
Q125,no_retrieval,,What are the prerequisites for CSE422?,The prerequisite for CSE422 is CSE221 (HP).,,"To be eligible to enroll in CSE 422, students must have completed both CSE 321 and MATH 322, as these courses provide the necessary foundational knowledge in computer science and mathematics that is required for success in this advanced course.",0.0,7.4704,7.4704,2026-08-01T07:42:51.628696+00:00,,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the context.
Q126,no_retrieval,,What are the prerequisites for CSE111?,The prerequisite for CSE111 is CSE110 (HP).,,"To be eligible to enroll in CSE111, students must have completed MATH 105 and either ENGL 101 or ENGL 102, as these courses provide the foundational knowledge in mathematics and English composition that is necessary for success in this computer science course.",0.0,7.7802,7.7802,2026-08-01T07:42:59.409169+00:00,,1.0,SCORE: 1.0 | REASON: All claims are directly supported by the context.
